title,url,word_count,problem_category,notes
شركة صيانة ودهان بعد التسريبات في الظعاين,https://www.rukn-eltatawer.com/qa/post-leak-repaint-maintenance-al-daayen/,242,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (242 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `post-leak-repaint-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة شفط بيارات في الشحانية,https://www.rukn-eltatawer.com/qa/septic-tank-emptying-al-shahaniya/,225,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (225 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `septic-tank-emptying` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة شفط بيارات في الشمال,https://www.rukn-eltatawer.com/qa/septic-tank-emptying-al-shamal/,212,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (212 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `septic-tank-emptying` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة ترميم وصيانة مباني في الظعاين,https://www.rukn-eltatawer.com/qa/building-renovation-al-daayen/,218,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (218 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `building-renovation` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تبطين وصيانة خزانات مياه في الشحانية,https://www.rukn-eltatawer.com/qa/tank-lining-maintenance-al-shahaniya/,242,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (242 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `tank-lining-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تبطين وصيانة خزانات مياه في الشمال,https://www.rukn-eltatawer.com/qa/tank-lining-maintenance-al-shamal/,236,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (236 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `tank-lining-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة أنظمة تنقية الهواء في الظعاين,https://www.rukn-eltatawer.com/qa/air-purification-al-daayen/,231,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (231 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `air-purification` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة أجهزة تبريد مياه الخزانات في الشحانية,https://www.rukn-eltatawer.com/qa/tank-water-chiller-al-shahaniya/,238,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (238 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `tank-water-chiller` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة أجهزة تبريد مياه الخزانات في الشمال,https://www.rukn-eltatawer.com/qa/tank-water-chiller-al-shamal/,239,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (239 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `tank-water-chiller` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة فلاتر مياه في الظعاين,https://www.rukn-eltatawer.com/qa/water-filters-al-daayen/,229,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (229 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `water-filters` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة محطات تحلية المياه في الظعاين,https://www.rukn-eltatawer.com/qa/ro-plants-al-daayen/,231,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (231 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `ro-plants` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة مضخات مياه وصرف صحي في الظعاين,https://www.rukn-eltatawer.com/qa/water-pumps-al-daayen/,227,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (227 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `water-pumps` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة شفاطات مطابخ في الظعاين,https://www.rukn-eltatawer.com/qa/kitchen-hoods-al-daayen/,221,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (221 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `kitchen-hoods` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة مكانس كهربائية في الظعاين,https://www.rukn-eltatawer.com/qa/vacuum-maintenance-al-daayen/,227,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (227 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `vacuum-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة مبردات مياه في الظعاين,https://www.rukn-eltatawer.com/qa/water-cooler-maintenance-al-daayen/,230,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (230 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `water-cooler-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة سخانات في الظعاين,https://www.rukn-eltatawer.com/qa/water-heater-maintenance-al-daayen/,206,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (206 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `water-heater-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف سجاد في الشحانية,https://www.rukn-eltatawer.com/qa/carpet-cleaning-al-shahaniya/,225,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (225 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `carpet-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف سجاد في الشمال,https://www.rukn-eltatawer.com/qa/carpet-cleaning-al-shamal/,232,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (232 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `carpet-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف خزانات ديزل في الشحانية,https://www.rukn-eltatawer.com/qa/diesel-tank-cleaning-al-shahaniya/,224,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (224 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `diesel-tank-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف خزانات ديزل في الشمال,https://www.rukn-eltatawer.com/qa/diesel-tank-cleaning-al-shamal/,213,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (213 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `diesel-tank-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف خزانات مياه في الشحانية,https://www.rukn-eltatawer.com/qa/water-tank-cleaning-al-shahaniya/,231,"critical_thin,template_boilerplate,local_doorway_variant,near_duplicate,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (231 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ تشابه SimHash مسافة 1 مع https://www.rukn-eltatawer.com/qa/interior-painting-al-shahaniya/ ؛ نفس جذع الخدمة `water-tank-cleaning` على 10 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف خزانات مياه في الشمال,https://www.rukn-eltatawer.com/qa/water-tank-cleaning-al-shamal/,233,"critical_thin,template_boilerplate,local_doorway_variant,near_duplicate,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (233 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ تشابه SimHash مسافة 0 مع https://www.rukn-eltatawer.com/qa/garage-cleaning-al-shamal/ ؛ نفس جذع الخدمة `water-tank-cleaning` على 10 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف حمامات في الشحانية,https://www.rukn-eltatawer.com/qa/bathroom-cleaning-al-shahaniya/,220,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (220 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `bathroom-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف حمامات في الشمال,https://www.rukn-eltatawer.com/qa/bathroom-cleaning-al-shamal/,217,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (217 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `bathroom-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف مطابخ في الشحانية,https://www.rukn-eltatawer.com/qa/kitchen-cleaning-al-shahaniya/,215,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (215 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `kitchen-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف مطابخ في الشمال,https://www.rukn-eltatawer.com/qa/kitchen-cleaning-al-shamal/,232,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (232 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `kitchen-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف مسابح في الشحانية,https://www.rukn-eltatawer.com/qa/pool-cleaning-al-shahaniya/,223,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (223 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `pool-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف مسابح في الشمال,https://www.rukn-eltatawer.com/qa/pool-cleaning-al-shamal/,212,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (212 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `pool-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف محلات تجارية ومولات في الشحانية,https://www.rukn-eltatawer.com/qa/mall-cleaning-al-shahaniya/,222,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (222 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `mall-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف محلات تجارية ومولات في الشمال,https://www.rukn-eltatawer.com/qa/mall-cleaning-al-shamal/,214,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (214 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `mall-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تنظيف فلل في الشمال,https://www.rukn-eltatawer.com/qa/villa-cleaning-al-shamal/,227,"critical_thin,template_boilerplate,local_doorway_variant,near_duplicate,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (227 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ تشابه SimHash مسافة 0 مع https://www.rukn-eltatawer.com/qa/deep-cleaning-al-shamal/ ؛ نفس جذع الخدمة `villa-cleaning` على 10 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة ثلاجات وتبريد تجاري في الشحانية,https://www.rukn-eltatawer.com/qa/commercial-refrigeration-maintenance-al-shahaniya/,234,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (234 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `commercial-refrigeration-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة ثلاجات وتبريد تجاري في الشمال,https://www.rukn-eltatawer.com/qa/commercial-refrigeration-maintenance-al-shamal/,215,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (215 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `commercial-refrigeration-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة سخانات مركزية في الشحانية,https://www.rukn-eltatawer.com/qa/central-heater-installation-maintenance-al-shahaniya/,227,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (227 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `central-heater-installation-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة سخانات مركزية في الشمال,https://www.rukn-eltatawer.com/qa/central-heater-installation-maintenance-al-shamal/,209,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (209 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `central-heater-installation-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة مضخات مياه في الشحانية,https://www.rukn-eltatawer.com/qa/water-pump-maintenance-al-shahaniya/,211,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (211 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `water-pump-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة مضخات مياه في الشمال,https://www.rukn-eltatawer.com/qa/water-pump-maintenance-al-shamal/,225,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (225 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `water-pump-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة لوحات كهرباء في الشحانية,https://www.rukn-eltatawer.com/qa/electric-panel-maintenance-al-shahaniya/,218,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (218 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `electric-panel-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة لوحات كهرباء في الشمال,https://www.rukn-eltatawer.com/qa/electric-panel-maintenance-al-shamal/,227,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (227 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `electric-panel-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة ودهان بعد التسريبات في الشحانية,https://www.rukn-eltatawer.com/qa/post-leak-repaint-maintenance-al-shahaniya/,246,"critical_thin,template_boilerplate,local_doorway_variant,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (246 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `post-leak-repaint-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة صيانة ودهان بعد التسريبات في الشمال,https://www.rukn-eltatawer.com/qa/post-leak-repaint-maintenance-al-shamal/,242,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (242 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `post-leak-repaint-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة ترميم وصيانة مباني في الشحانية,https://www.rukn-eltatawer.com/qa/building-renovation-al-shahaniya/,221,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (221 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `building-renovation` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة ترميم وصيانة مباني في الشمال,https://www.rukn-eltatawer.com/qa/building-renovation-al-shamal/,225,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (225 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `building-renovation` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة أنظمة تنقية الهواء في الشحانية,https://www.rukn-eltatawer.com/qa/air-purification-al-shahaniya/,226,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (226 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `air-purification` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة أنظمة تنقية الهواء في الشمال,https://www.rukn-eltatawer.com/qa/air-purification-al-shamal/,237,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (237 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `air-purification` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة فلاتر مياه في الشحانية,https://www.rukn-eltatawer.com/qa/water-filters-al-shahaniya/,231,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (231 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `water-filters` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة فلاتر مياه في الشمال,https://www.rukn-eltatawer.com/qa/water-filters-al-shamal/,220,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (220 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `water-filters` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
شركة تركيب وصيانة محطات تحلية المياه في الشحانية,https://www.rukn-eltatawer.com/qa/ro-plants-al-shahaniya/,233,"critical_thin,template_boilerplate,local_doorway_variant,city_variant_similar,keyword_cannibalization,no_h1_in_body",محتوى هزيل جداً (233 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `ro-plants` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب)
