id,type,title,url,slug,word_count,severity,issues,notes,city,service_stem,kind_title,kind_body,is_city_grid,h1_in_body,h2,h3,heading_skeleton_hash,template_cluster_size,cannibal_group_size,unique_token_ratio,similar_to,similar_hamming,images,images_no_alt,internal_links_in_body,placeholders,rank_seo_score,rank_orphan,rank_incoming_links,rank_internal_links,live_http,live_h1_count,live_h1,meta_description_len,canonical,noindex
17355,post,سباك منازل في لوسيل,https://www.rukn-eltatawer.com/qa/home-plumber-lusail/,home-plumber-lusail,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|near_duplicate|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ تشابه SimHash مسافة 0 مع https://www.rukn-eltatawer.com/qa/water-heater-installation-lusail/ ؛ نفس جذع الخدمة `home-plumber` على 10 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),lusail,home-plumber,plumb,plumb,1,0,7,0,a6b89d30b159,868,10,0.611,https://www.rukn-eltatawer.com/qa/water-heater-installation-lusail/ ; https://www.rukn-eltatawer.com/qa/new-building-electrical-plumbing-lusail/ ; https://www.rukn-eltatawer.com/qa/sanitary-fixtures-installation-lusail/,0,0,0,1,,0,True,0,1,,,,,,0
17289,post,شركة تركيب جبس بورد في لوسيل,https://www.rukn-eltatawer.com/qa/gypsum-board-lusail/,gypsum-board-lusail,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `gypsum-board` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),lusail,gypsum-board,paint,leak,1,0,7,0,cb24e6f8b3f9,905,9,0.586,,,0,0,1,,0,True,0,1,,,,,,0
12367,post,شركة التعقيم بالأوزون في الوكرة,https://www.rukn-eltatawer.com/qa/ozone-disinfection-al-wakrah/,ozone-disinfection-al-wakrah,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `ozone-disinfection` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-wakrah,ozone-disinfection,pest,leak,1,0,7,0,cb24e6f8b3f9,905,9,0.583,https://www.rukn-eltatawer.com/qa/pigeon-net-installation-al-wakrah/ ; https://www.rukn-eltatawer.com/qa/cockroach-control-al-wakrah/ ; https://www.rukn-eltatawer.com/qa/ant-control-al-wakrah/,1,0,0,1,,0,True,0,0,,,,,,0
12775,post,شركة تركيب وحدات تكييف نافذة في الوكرة,https://www.rukn-eltatawer.com/qa/window-ac-installation-al-wakrah/,window-ac-installation-al-wakrah,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `window-ac-installation` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-wakrah,window-ac-installation,ac,ac,1,0,7,0,a6b89d30b159,868,9,0.627,https://www.rukn-eltatawer.com/qa/cooling-fault-detection-al-wakrah/ ; https://www.rukn-eltatawer.com/qa/oven-maintenance-al-wakrah/ ; https://www.rukn-eltatawer.com/qa/parquet-al-wakrah/,1,0,0,2,,0,True,0,0,,,,,,0
10814,post,شركة تنظيف خزانات مياه في الوكرة,https://www.rukn-eltatawer.com/qa/water-tank-cleaning-al-wakrah/,water-tank-cleaning-al-wakrah,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|near_duplicate|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ تشابه SimHash مسافة 2 مع https://www.rukn-eltatawer.com/qa/kitchen-cleaning-al-wakrah/ ؛ نفس جذع الخدمة `water-tank-cleaning` على 10 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-wakrah,water-tank-cleaning,clean,ac,1,0,7,0,a6b89d30b159,868,10,0.6,https://www.rukn-eltatawer.com/qa/kitchen-cleaning-al-wakrah/ ; https://www.rukn-eltatawer.com/qa/majlis-cleaning-al-wakrah/ ; https://www.rukn-eltatawer.com/qa/office-cleaning-al-wakrah/,2,0,0,1,,0,True,0,1,,,,,,0
10782,post,شركة تنظيف محلات تجارية ومولات في الوكرة,https://www.rukn-eltatawer.com/qa/mall-cleaning-al-wakrah/,mall-cleaning-al-wakrah,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `mall-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-wakrah,mall-cleaning,clean,ac,1,0,7,0,cb24e6f8b3f9,905,9,0.559,https://www.rukn-eltatawer.com/qa/stone-facade-cleaning-al-wakrah/ ; https://www.rukn-eltatawer.com/qa/ac-duct-maintenance-al-wakrah/ ; https://www.rukn-eltatawer.com/qa/block-fences-al-wakrah/,0,0,0,1,,0,True,0,1,,,,,,0
12736,post,شركة تأسيس كهرباء وسباكة لمبنى جديد في الخور,https://www.rukn-eltatawer.com/qa/new-building-electrical-plumbing-al-khor/,new-building-electrical-plumbing-al-khor,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `new-building-electrical-plumbing` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-khor,new-building-electrical-plumbing,plumb,plumb,1,0,7,0,a6b89d30b159,868,9,0.579,https://www.rukn-eltatawer.com/qa/solar-water-heaters-al-khor/ ; https://www.rukn-eltatawer.com/qa/plumbing-fault-repair-al-khor/ ; https://www.rukn-eltatawer.com/qa/artificial-waterfall-al-khor/,0,0,0,1,,0,True,0,0,,,,,,0
12586,post,شركة عزل ودهان أسطح في الشمال,https://www.rukn-eltatawer.com/qa/roof-insulation-painting-al-shamal/,roof-insulation-painting-al-shamal,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `roof-insulation-painting` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,roof-insulation-painting,paint,paint,1,0,7,0,cb24e6f8b3f9,905,9,0.568,https://www.rukn-eltatawer.com/qa/furniture-storage-al-shamal/ ; https://www.rukn-eltatawer.com/qa/kitchen-insulation-al-shamal/,2,0,0,2,,0,True,0,0,,,,,,0
12715,post,شركة صيانة مواسير صرف صحي في الظعاين,https://www.rukn-eltatawer.com/qa/drainage-pipe-maintenance-al-daayen/,drainage-pipe-maintenance-al-daayen,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `drainage-pipe-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-daayen,drainage-pipe-maintenance,plumb,plumb,1,0,7,0,cb24e6f8b3f9,905,9,0.618,https://www.rukn-eltatawer.com/qa/new-building-electrical-plumbing-al-daayen/ ; https://www.rukn-eltatawer.com/qa/natural-grass-cutting-al-daayen/ ; https://www.rukn-eltatawer.com/qa/garden-seating-al-daayen/,0,0,0,1,,0,True,0,0,,,,,,0
11756,post,شركة تسليك مجاري في الشحانية,https://www.rukn-eltatawer.com/qa/drain-unclogging-al-shahaniya/,drain-unclogging-al-shahaniya,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `drain-unclogging` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shahaniya,drain-unclogging,plumb,plumb,1,0,7,0,cb24e6f8b3f9,905,9,0.614,https://www.rukn-eltatawer.com/qa/new-building-electrical-plumbing-al-shahaniya/ ; https://www.rukn-eltatawer.com/qa/drainage-pipe-maintenance-al-shahaniya/ ; https://www.rukn-eltatawer.com/qa/plastering-al-shahaniya/,1,0,0,1,,0,True,0,1,,,,,,0
10991,post,شركة صيانة كاميرات مراقبة في الخور,https://www.rukn-eltatawer.com/qa/cctv-maintenance-al-khor/,cctv-maintenance-al-khor,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `cctv-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-khor,cctv-maintenance,electric,electric,1,0,7,0,a6b89d30b159,868,9,0.575,https://www.rukn-eltatawer.com/qa/satellite-tech-al-khor/ ; https://www.rukn-eltatawer.com/qa/gypsum-board-al-khor/ ; https://www.rukn-eltatawer.com/qa/exterior-facade-painting-al-khor/,1,0,0,1,,0,True,0,1,,,,,,0
10834,post,شركة تنظيف سجاد في الظعاين,https://www.rukn-eltatawer.com/qa/carpet-cleaning-al-daayen/,carpet-cleaning-al-daayen,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `carpet-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-daayen,carpet-cleaning,clean,clean,1,0,7,0,cb24e6f8b3f9,905,9,0.57,https://www.rukn-eltatawer.com/qa/garage-cleaning-al-daayen/ ; https://www.rukn-eltatawer.com/qa/glass-facade-cleaning-al-daayen/ ; https://www.rukn-eltatawer.com/qa/home-cleaning-al-daayen/,0,0,0,1,,0,True,0,1,,,,,,0
10722,post,شركة تنظيف منازل في الظعاين,https://www.rukn-eltatawer.com/qa/home-cleaning-al-daayen/,home-cleaning-al-daayen,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `home-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-daayen,home-cleaning,clean,clean,1,0,7,0,cb24e6f8b3f9,905,9,0.57,https://www.rukn-eltatawer.com/qa/garage-cleaning-al-daayen/ ; https://www.rukn-eltatawer.com/qa/glass-facade-cleaning-al-daayen/ ; https://www.rukn-eltatawer.com/qa/carpet-cleaning-al-daayen/,0,0,0,1,,0,True,0,1,,,,,,0
10938,post,شركة صيانة مباني في الظعاين,https://www.rukn-eltatawer.com/qa/building-maintenance-al-daayen/,building-maintenance-al-daayen,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `building-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-daayen,building-maintenance,general,general,1,0,7,0,cb24e6f8b3f9,905,9,0.55,https://www.rukn-eltatawer.com/qa/home-electrician-elec-al-daayen/ ; https://www.rukn-eltatawer.com/qa/tank-water-chiller-al-daayen/ ; https://www.rukn-eltatawer.com/qa/washer-maintenance-al-daayen/,1,0,0,1,,0,True,0,1,,,,,,0
10905,post,شركة تنظيف وتعقيم شامل في الشمال,https://www.rukn-eltatawer.com/qa/deep-cleaning-al-shamal/,deep-cleaning-al-shamal,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `deep-cleaning` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,deep-cleaning,clean,clean,1,0,7,0,a6b89d30b159,868,9,0.578,https://www.rukn-eltatawer.com/qa/moquette-cleaning-al-shamal/ ; https://www.rukn-eltatawer.com/qa/villa-cleaning-al-shamal/ ; https://www.rukn-eltatawer.com/qa/roof-insulation-al-shamal/,0,0,0,1,,0,True,0,1,,,,,,0
11050,post,شركة صيانة نشافات في الظعاين,https://www.rukn-eltatawer.com/qa/dryer-maintenance-al-daayen/,dryer-maintenance-al-daayen,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `dryer-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-daayen,dryer-maintenance,general,general,1,0,7,0,cb24e6f8b3f9,905,9,0.55,,,0,0,1,,0,True,0,1,,,,,,0
11042,post,شركة صيانة غسالات في الظعاين,https://www.rukn-eltatawer.com/qa/washer-maintenance-al-daayen/,washer-maintenance-al-daayen,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `washer-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-daayen,washer-maintenance,general,general,1,0,7,0,cb24e6f8b3f9,905,9,0.55,https://www.rukn-eltatawer.com/qa/building-maintenance-al-daayen/ ; https://www.rukn-eltatawer.com/qa/electric-panel-maintenance-al-daayen/ ; https://www.rukn-eltatawer.com/qa/gypsum-board-al-daayen/,2,0,0,1,,0,True,0,1,,,,,,0
11010,post,شركة صيانة أفران في الظعاين,https://www.rukn-eltatawer.com/qa/oven-maintenance-al-daayen/,oven-maintenance-al-daayen,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `oven-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-daayen,oven-maintenance,general,general,1,0,7,0,cb24e6f8b3f9,905,9,0.55,https://www.rukn-eltatawer.com/qa/water-cooler-maintenance-al-daayen/,3,0,0,1,,0,True,0,1,,,,,,0
11049,post,شركة صيانة نشافات في الشمال,https://www.rukn-eltatawer.com/qa/dryer-maintenance-al-shamal/,dryer-maintenance-al-shamal,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `dryer-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,dryer-maintenance,general,general,1,0,7,0,cb24e6f8b3f9,905,9,0.535,https://www.rukn-eltatawer.com/qa/vacuum-maintenance-al-shamal/ ; https://www.rukn-eltatawer.com/qa/kerbstone-al-shamal/ ; https://www.rukn-eltatawer.com/qa/ceramic-porcelain-al-shamal/,1,0,0,1,,0,True,0,1,,,,,,0
11041,post,شركة صيانة غسالات في الشمال,https://www.rukn-eltatawer.com/qa/washer-maintenance-al-shamal/,washer-maintenance-al-shamal,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `washer-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,washer-maintenance,general,general,1,0,7,0,cb24e6f8b3f9,905,9,0.535,https://www.rukn-eltatawer.com/qa/outdoor-bathrooms-al-shamal/ ; https://www.rukn-eltatawer.com/qa/general-maintenance-al-shamal/ ; https://www.rukn-eltatawer.com/qa/home-audio-tech-al-shamal/,0,0,0,1,,0,True,0,1,,,,,,0
11001,post,شركة صيانة أبواب أوتوماتيكية في الشمال,https://www.rukn-eltatawer.com/qa/automatic-doors-maintenance-al-shamal/,automatic-doors-maintenance-al-shamal,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `automatic-doors-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,automatic-doors-maintenance,general,general,1,0,7,0,a6b89d30b159,868,9,0.52,https://www.rukn-eltatawer.com/qa/ozone-disinfection-al-shamal/ ; https://www.rukn-eltatawer.com/qa/bed-bug-control-al-shamal/ ; https://www.rukn-eltatawer.com/qa/pigeon-spikes-installation-al-shamal/,2,0,0,1,,0,True,0,1,,,,,,0
10929,post,شركة صيانة عامة في الشمال,https://www.rukn-eltatawer.com/qa/general-maintenance-al-shamal/,general-maintenance-al-shamal,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `general-maintenance` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,general-maintenance,general,general,1,0,7,0,cb24e6f8b3f9,905,9,0.535,https://www.rukn-eltatawer.com/qa/washer-maintenance-al-shamal/ ; https://www.rukn-eltatawer.com/qa/outdoor-bathrooms-al-shamal/ ; https://www.rukn-eltatawer.com/qa/home-audio-tech-al-shamal/,1,0,0,1,,0,True,0,1,,,,,,0
12670,post,شركة كشف أعطال كهرباء في الريان,https://www.rukn-eltatawer.com/qa/electrical-fault-detection-al-rayyan/,electrical-fault-detection-al-rayyan,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `electrical-fault-detection` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-rayyan,electrical-fault-detection,electric,electric,1,0,7,0,cb24e6f8b3f9,905,9,0.615,https://www.rukn-eltatawer.com/qa/home-electrician-elec-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/home-electrician-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/cctv-tech-al-rayyan/,2,0,0,1,,0,True,0,0,,,,,,0
11877,post,شركة تركيب فواصل زجاجية وألومنيوم في الدوحة,https://www.rukn-eltatawer.com/qa/glass-aluminium-partitions-doha/,glass-aluminium-partitions-doha,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `glass-aluminium-partitions` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),doha,glass-aluminium-partitions,general,leak,1,0,7,0,a6b89d30b159,868,9,0.559,https://www.rukn-eltatawer.com/qa/carpenter-doha/ ; https://www.rukn-eltatawer.com/qa/outdoor-majlis-doha/ ; https://www.rukn-eltatawer.com/qa/block-fences-doha/,1,0,0,1,,0,True,0,1,,,,,,0
12190,post,شركة تخزين أثاث في الريان,https://www.rukn-eltatawer.com/qa/furniture-storage-al-rayyan/,furniture-storage-al-rayyan,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `furniture-storage` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-rayyan,furniture-storage,move,move,1,0,7,0,cb24e6f8b3f9,905,9,0.615,https://www.rukn-eltatawer.com/qa/indoor-moving-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/outdoor-moving-al-rayyan/,5,0,0,1,,0,True,0,0,,,,,,0
11822,post,شركة تركيب رخام وجرانيت في الريان,https://www.rukn-eltatawer.com/qa/marble-granite-al-rayyan/,marble-granite-al-rayyan,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `marble-granite` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-rayyan,marble-granite,general,general,1,0,7,0,a6b89d30b159,868,9,0.557,https://www.rukn-eltatawer.com/qa/doors-installation-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/blacksmith-doors-windows-al-rayyan/ ; https://www.rukn-eltatawer.com/qa/automatic-doors-maintenance-al-rayyan/,2,0,0,1,,0,True,0,1,,,,,,0
11762,post,شركة تركيب انترلوك في الشمال,https://www.rukn-eltatawer.com/qa/interlock-al-shamal/,interlock-al-shamal,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `interlock` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,interlock,general,general,1,0,7,0,cb24e6f8b3f9,905,9,0.54,https://www.rukn-eltatawer.com/qa/general-maintenance-al-shamal/ ; https://www.rukn-eltatawer.com/qa/washer-maintenance-al-shamal/ ; https://www.rukn-eltatawer.com/qa/outdoor-bathrooms-al-shamal/,2,0,0,1,,0,True,0,1,,,,,,0
11770,post,شركة تركيب كربستون في الشمال,https://www.rukn-eltatawer.com/qa/kerbstone-al-shamal/,kerbstone-al-shamal,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 905 صفحة (hash cb24e6f8b3f9) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `kerbstone` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,kerbstone,general,general,1,0,7,0,cb24e6f8b3f9,905,9,0.54,https://www.rukn-eltatawer.com/qa/dryer-maintenance-al-shamal/ ; https://www.rukn-eltatawer.com/qa/vacuum-maintenance-al-shamal/ ; https://www.rukn-eltatawer.com/qa/ceramic-porcelain-al-shamal/,1,0,0,1,,0,True,0,1,,,,,,0
11826,post,شركة تركيب رخام وجرانيت في الشمال,https://www.rukn-eltatawer.com/qa/marble-granite-al-shamal/,marble-granite-al-shamal,228,حرجة,critical_thin|template_boilerplate|local_doorway_variant|city_variant_similar|keyword_cannibalization|no_h1_in_body,محتوى هزيل جداً (228 كلمة) ؛ نفس الهيكل العناوين في 868 صفحة (hash a6b89d30b159) ؛ صفحة مدينة×خدمة من مولّد الشبكة — تغطية محلية لكن خطر doorway/تكرار ؛ نفس جذع الخدمة `marble-granite` على 9 URL ؛ لا H1 داخل جسم المقال (قد يعتمد على عنوان القالب),al-shamal,marble-granite,general,general,1,0,7,0,a6b89d30b159,868,9,0.524,https://www.rukn-eltatawer.com/qa/doors-installation-al-shamal/ ; https://www.rukn-eltatawer.com/qa/microwave-maintenance-al-shamal/ ; https://www.rukn-eltatawer.com/qa/flea-control-al-shamal/,0,0,0,1,,0,True,0,1,,,,,,0
